Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,RoamMins
1,95,0,1,2.78,5,136.8,91,68.8,10.3
0,31,1,1,1.59,0,100.1,54,53.9,5.9
0,121,1,1,2.73,4,237.1,63,85.3,10.1
1,111,1,0,0,4,172.8,58,45,7.9
0,157,1,0,0,2,224.5,111,56,11.5
1,44,1,0,0.21,3,288.1,112,73.1,10.2
0,61,0,0,0,2,78.2,103,30,10.1
0,65,1,0,0,2,148.7,80,48,12.7
0,74,1,1,3.54,2,194.6,84,79.4,13.1
0,123,1,0,0,0,159.5,77,53,12
0,58,1,1,2.57,1,194.5,110,77.7,9.5
1,74,1,0,0,2,174.1,96,51,8.3
0,125,1,0,0.39,2,131.8,97,38.9,7.7
0,80,1,0,0,1,160.6,103,48,10.7
0,53,1,1,1.94,0,146.8,107,71.4,7.2
0,99,1,1,2.46,1,200.7,88,81.6,9.1
0,99,1,0,0.33,1,145.6,106,37.3,10.9
0,66,1,1,2.16,2,229.4,104,82.6,8
0,97,1,0,0,3,211,76,52,4.7
0,75,1,1,3.05,2,121.5,97,74.5,11.3
0,85,0,0,0,2,216,73,53,3.6
0,108,1,0,0,2,293,88,64,10
1,133,0,1,4.16,2,221.1,137,102.6,15.4
0,51,1,0,0,1,181.5,108,48,10.3
0,186,1,1,3.92,2,74.3,107,67.2,14.5
0,44,0,0,0,1,62.3,92,34,10.8
0,64,1,1,2.43,3,228.6,88,84.3,9
1,44,1,0,0.33,2,228.1,121,66.3,9.9
0,114,1,1,3.83,1,309.9,90,108.3,14.2
0,92,1,0,0.16,3,201.9,74,55.6,13.7
0,110,1,0,0.29,2,149.8,112,43.9,11.7
0,90,1,1,2.08,1,183.8,76,71.8,7.7
0,72,1,1,4.46,1,186.7,108,105.6,16.5
1,113,1,0,0,1,209.4,151,66,7.4
0,171,1,1,2.75,3,223.2,77,81.5,10.2
0,104,1,0,0,1,164.2,109,42,10.7
0,165,1,0,0.13,1,150.5,75,43.3,10.3
1,104,1,0,0,0,234.2,128,65,9.8
0,110,1,0,0,1,55.3,102,24,10.2
0,90,0,0,0,1,221.8,97,56,8.4
0,114,1,0,0.4,1,169.6,85,38,7.4
1,101,1,0,0,5,89.7,118,38,13.5
0,117,1,1,2.32,1,80.2,81,56.2,8.6
0,109,1,0,0.42,2,218.9,105,67.2,11.3
0,82,1,0,0,1,125.7,96,40,12.9
0,92,1,0,0.31,2,176.3,85,41.1,9.6
0,82,1,1,2.57,2,207.2,111,82.7,9.5
0,90,1,0,0,2,205.7,138,49,12.5
0,87,1,1,0,1,151.4,95,39,0
0,124,1,0,0,3,157.5,70,38,9.6
0,39,1,0,0,2,160.4,68,36,9.1
0,84,1,0,0,1,159,80,42,12.3
0,75,1,1,2.48,0,214.1,62,78.8,9.2
0,102,1,0,0,2,102.6,89,39,9.1
1,62,0,0,0,0,159.7,86,44,13.9
0,143,1,0,0.27,1,202.8,109,51.7,4.6
0,53,1,0,0,3,57.5,95,33,11.6
0,30,1,0,0,1,169.9,144,49,11.4
1,112,1,0,0,2,335.5,77,76,12.7
0,129,1,0,0,0,139.5,119,49,13.1
0,63,1,1,1.78,1,142.3,107,52.8,6.6
0,28,1,0,0,0,187.8,94,54,10.6
0,111,1,0,0,3,146.2,55,48,8.7
0,91,1,0,0,3,231.8,120,53,11.6
0,90,1,0,0,1,193.7,83,47,12.7
0,151,1,0,0.24,4,156.4,108,49.4,7.7
1,105,0,1,3.56,1,220.7,82,92.6,13.2
0,41,1,1,1.97,2,239.8,110,79.7,7.3
0,48,1,1,2.16,1,172,111,68.6,8
0,166,0,1,2.38,2,128.2,138,69.8,8.8
0,79,1,0,0,3,130.2,119,47,14
0,153,1,0,0,1,195.4,107,47,11.6
1,110,0,0,0,0,293.3,79,66,14.5
0,163,1,0,0,1,191.3,89,49,12.8
0,126,1,0,0,1,122.4,88,34,11.5
0,105,1,1,2.86,2,209.6,68,77.6,10.6
0,172,1,0,0,3,215.7,140,50,7.1
0,126,1,0,0,0,161.4,110,47,5.1
0,97,1,0,0.27,3,144.2,91,46.7,13.8
1,95,0,1,1.11,0,220.2,109,65.1,4.1
0,87,1,0,0,4,256.2,105,58,7.4
0,97,1,0,0,1,112.7,119,38,6.5
1,76,1,0,0,0,299.5,125,71,13.7
0,140,1,0,0,0,194.8,107,48,13.9
0,169,1,0,0,0,100.8,112,37,9.5
0,68,1,1,1.3,3,82.5,97,52,4.8
0,122,1,1,4.21,2,146.4,104,75.1,15.6
0,36,1,0,0,2,177.9,129,50,10.8
0,120,1,1,2.75,5,153.5,84,70.5,10.2
0,121,1,0,0,1,150.7,105,43,9.2
0,64,1,1,2.03,0,180.1,106,62.3,7.5
0,13,1,1,3.48,1,265.3,94,92.8,12.9
0,106,1,0,0,0,128.6,83,34,11.4
0,88,1,0,0,2,161.5,92,43,7.9
0,74,1,0,0,1,165.3,120,45,9.8
0,83,1,0,0,0,195,92,52,11
0,49,1,0,0,0,213.8,79,59,15.6
0,111,1,1,3.78,1,205.5,114,91.8,14
0,50,1,1,2.3,3,252.9,112,82,8.5
0,153,1,1,4.16,0,235.6,74,101.6,15.4
0,88,1,0,0,1,192,91,44,7.5
0,131,1,1,2.46,0,69.1,122,45.6,9.1
1,79,1,0,0,3,261.7,97,63,6
0,140,1,0,0,2,235.5,81,62,11.5
0,105,1,0,0.38,1,213.4,100,57.8,9.5
0,54,1,1,2.48,3,206.9,143,71.8,9.2
0,87,1,1,2.3,3,263.8,65,77,8.5
0,96,1,1,2.84,1,183.4,126,76.4,10.5
1,79,1,0,0,5,157.6,85,44,9.4
0,55,1,0,0,0,175.6,147,44,9.3
0,130,1,0,0,2,242.5,101,50,9.3
0,34,1,0,0,0,151,102,37,9.9
0,139,1,0,0.29,1,138.1,103,40.9,8.3
1,109,1,0,0,1,264.7,69,71,9.5
0,65,1,1,3.24,1,282.3,70,93.4,12
0,63,1,0,0.37,0,211.2,80,60.7,12.3
0,152,1,0,0,3,197.1,126,45,7.4
0,147,1,0,0,1,205.3,95,50,7.8
0,112,1,1,2.48,2,181.8,110,75.8,9.2
0,120,1,0,0,2,252,120,56,9.6
0,27,1,0,0,0,193.8,102,44,9.2
0,171,1,0,0,1,231.2,135,56,12.3
0,101,1,1,4.19,0,200.1,108,92.9,15.5
0,32,1,1,4.4,1,266.7,109,110,16.3
0,3,1,1,3.21,2,118.1,117,71.1,11.9
0,151,1,0,0.43,0,175.3,106,47.3,11.8
0,60,1,0,0.35,3,125.1,99,46.5,11.2
0,119,1,0,0.39,1,176.8,90,53.9,7.5
0,43,1,0,0,1,241.9,101,53,5.9
0,42,1,0,0,0,241.2,134,51,10.6
0,84,1,0,0,1,217.1,99,57,9.4
0,65,1,0,0.33,0,195.4,110,52.3,8.9
1,75,0,0,0,1,222.4,78,66,8.7
0,116,1,0,0,1,189.5,90,49,13.1
0,107,1,0,0,0,123.1,100,35,9.3
0,189,1,1,3.08,3,256.7,98,87.8,11.4
0,123,1,0,0,1,159.1,94,48,6.5
0,110,1,0,0.24,3,100.1,90,39.4,11.1
0,63,1,1,2.32,1,30.9,113,45.2,8.6
0,176,1,0,0,3,223.2,76,57,10.1
0,108,1,0,0,1,187.4,101,49,12.6
0,13,1,1,3.27,3,315.6,105,104.7,12.1
0,71,1,0,0,1,277.5,104,59,8.2
0,88,1,0,0,2,189.8,111,50,14.9
0,137,1,0,0,1,147.2,119,42,10.2
0,82,1,0,0,4,185.8,36,56,5.7
0,92,1,1,2.16,3,155.4,110,64.6,8
0,165,1,0,0,6,154.2,91,50,10.9
0,96,1,0,0,1,97.6,98,26,11.6
0,156,1,0,0.33,1,178.8,94,49.3,7.5
0,63,1,0,0,0,149.3,104,49,9.1
0,37,1,0,0,0,206,89,51,8.4
0,98,1,0,0,0,216.8,86,54,11
0,121,1,0,0,0,103.3,110,29,10.7
0,94,1,0,0.15,0,139.4,95,39.5,7.7
0,99,1,0,0,1,191.2,110,47,14.1
0,163,1,1,2.81,1,160,104,72.1,10.4
0,161,1,0,0.32,3,221.7,95,58.2,6.5
0,99,1,0,0,1,62.9,81,31,8.5
0,108,1,0,0,1,215.6,78,54,3.6
0,84,1,1,2.05,3,165.3,97,68.5,7.6
0,83,0,1,2.86,2,94.7,111,58.6,10.6
0,139,1,0,0,2,203.2,81,48,9.7
0,69,1,0,0.29,3,195.3,70,54.9,12.5
0,129,1,0,0,4,143.7,114,50,11.4
0,106,1,0,0.31,2,114.4,104,30.1,0
0,158,1,0,0,2,222.8,101,56,6.9
0,168,1,1,1.97,2,175.9,70,67.7,7.3
1,115,0,0,0,1,249.9,95,64,15.3
0,57,0,1,3.08,2,234.5,130,87.8,11.4
0,67,1,0,0,1,210.7,116,55,7.2
0,127,1,0,0,1,182.3,124,46,9.3
0,78,1,0,0,2,190.3,88,49,11.7
0,100,1,1,2,0,177.1,88,65,7.4
1,103,1,1,2.94,6,87.2,92,59.4,10.9
0,113,1,0,0,1,215.6,96,54,13.5
0,78,1,0,0,3,137.4,109,44,14
0,129,1,1,4.43,1,192.8,103,92.3,16.4
0,57,1,0,0.2,2,149.3,100,45,11.9
0,82,1,0,0,1,143.7,116,39,7.8
0,64,1,0,0,1,224.8,111,55,9.2
0,86,1,1,3.43,2,261.2,122,97.3,12.7
0,151,1,1,3.62,0,196.5,98,85.2,13.4
1,94,1,0,0,3,271.2,105,64,11.5
0,90,1,0,0,2,207.2,121,61,8
0,48,1,0,0,2,300.4,94,63,7.2
0,85,1,1,2.57,2,229.6,123,76.7,9.5
0,93,0,1,3.27,1,187.5,110,79.7,12.1
0,169,0,0,0,3,57.1,98,27,6.5
1,68,1,0,0,5,162.1,86,41,11
1,91,0,0,0,2,145,89,40,16.7
0,68,1,0,0,1,159.5,123,48,11.4
0,101,1,0,0,1,190.7,72,51,8.8
0,67,1,1,2.54,1,230.6,40,81.4,9.4
0,66,1,0,0,0,34,133,30,11.5
0,116,1,1,3.08,5,193.4,112,84.8,11.4
0,158,1,0,0,1,202,126,49,10.4
0,78,1,0,0,1,191.7,122,54,9.1
0,119,1,1,1.78,1,161.3,97,66.8,6.6
0,120,1,0,0.3,1,150.6,85,39,6.4
0,155,1,0,0.34,1,184.6,102,52.4,7.8
0,106,1,0,0,1,220.7,120,61,8.7
0,87,0,0,0,1,167.3,119,46,11
0,146,1,1,2.21,3,154,80,64.1,8.2
0,101,1,1,2.73,0,121.1,116,64.3,10.1
0,22,1,1,3.43,3,182.1,94,79.3,12.7
0,90,1,0,0,2,109.6,88,31,11
0,41,1,0,0.34,1,209.9,105,50.4,9.6
0,69,1,0,0,2,167.5,76,50,11.4
0,33,1,0,0,2,213.9,88,57,9.8
0,112,1,0,0,1,115.8,108,41,13.1
0,108,1,1,2.65,2,276.6,99,92.5,9.8
0,136,1,1,2.57,2,179.4,88,71.7,9.5
0,128,1,0,0,1,187.3,84,55,10.1
0,27,1,0,0,2,201.2,128,54,8.4
0,161,0,0,0,1,189.6,78,55,1.3
0,33,1,1,4.05,0,186.8,124,94.5,15
0,120,1,1,3.08,0,153.5,83,75.8,11.4
0,113,1,0,0,2,187.6,97,50,8.7
1,122,0,0,0,0,230.9,132,60,11
0,148,1,1,4.1,2,244.9,150,93,15.2
0,74,1,0,0,3,230.9,93,59,9.7
0,106,1,0,0.26,1,187.1,104,56.6,11
0,179,1,0,0,1,170.7,54,46,13.3
1,149,0,1,2.38,5,126.9,97,59.8,8.8
0,77,1,0,0,0,189.5,112,50,9.2
1,127,0,0,0,1,176.9,110,45,7.7
0,80,1,0,0,1,161.1,99,45,10.6
0,106,1,0,0,1,169.4,107,46,10.7
0,61,1,1,2.84,0,254.4,133,85.4,10.5
0,135,0,1,1.57,2,127.7,54,55.7,5.8
0,115,1,1,3.67,6,170.5,107,84.7,13.6
0,167,0,0,0,2,219.1,100,58,10.1
0,107,0,0,0,2,273.5,104,63,11
0,112,0,0,0,1,161.9,138,45,10.7
0,35,1,1,2.54,1,241.7,87,79.4,9.4
0,103,0,0,0.38,3,62.8,124,29.8,9.4
0,107,1,1,3.02,1,281.1,83,90.2,11.2
0,69,1,0,0,3,228.2,70,62,10.7
0,85,1,0,0,0,209.8,82,53,11.3
1,24,1,0,0,2,265.6,86,63,11.1
0,90,1,0,0,2,214.9,97,47,11.8
0,137,1,0,0,3,110.5,79,38,10.5
0,92,0,1,2.03,0,281.1,88,85.3,7.5
0,38,1,0,0,2,137.8,86,48,14.1
1,69,0,1,2.21,1,271.5,98,90.1,8.2
0,45,1,0,0,2,112.8,108,38,9
0,73,1,0,0,1,187.3,118,53,15.1
0,92,1,0,0,1,197,84,57,10.8
0,113,1,1,2.27,1,180.4,89,64.7,8.4
1,68,0,0,0,1,148.5,126,44,14.5
0,135,1,1,3.94,2,197.1,113,95.4,14.6
0,100,1,1,4.29,1,153.7,115,80.9,15.9
0,96,1,1,3.05,1,261.3,96,94.5,11.3
0,108,1,0,0,1,246.2,102,60,9.4
0,84,1,0,0,0,191,88,60,6.5
0,134,1,0,0.35,1,208.3,86,60.5,12.6
0,72,1,0,0,0,253,73,62,9.8
0,83,1,0,0,0,202.3,87,52,6.8
0,137,1,0,0,0,174.4,120,43,10.2
0,56,1,1,3.27,1,127.1,89,69.7,12.1
0,61,0,1,3.05,0,143.5,76,76.5,11.3
0,171,1,1,1.57,1,186.9,94,68.7,5.8
0,123,1,0,0,1,194,118,54,12.1
0,58,1,0,0.19,0,234.8,89,50.9,9.9
0,156,1,0,0,1,123.7,96,30,13.1
0,166,1,0,0,0,173.9,103,54,15.3
0,75,1,1,3.35,1,130.9,115,73.5,12.4
1,75,1,0,0,2,314.6,102,68,5.7
0,83,1,0,0,1,227.9,78,57,12.1
0,243,1,0,0,2,95.5,92,31,6.6
0,153,1,0,0,1,185.3,127,50,15.1
0,150,1,0,0.26,1,146.3,133,45.6,13.1
0,92,1,1,3.43,2,184,99,72.3,12.7
0,80,1,0,0,0,105.8,110,22,13.1
0,134,1,0,0.31,1,178,110,47.1,11.7
0,77,1,1,2.73,1,149.4,74,63.3,10.1
0,147,1,0,0,2,209.4,104,47,11.3
0,74,1,0,0,1,172.1,105,48,11.6
0,138,0,0,0,1,169.3,82,48,9.4
0,143,1,0,0.42,0,119.1,117,49.2,12.2
0,64,1,0,0,2,194.2,147,48,5.5
0,120,1,0,0,2,198.8,56,54,9.9
1,121,0,0,0,3,167.7,94,37,13.4
0,88,1,0,0,2,202.2,86,53,11.8
1,87,1,0,0,2,322.5,106,73,9.4
0,100,1,0,0.3,0,216.2,107,59,10.2
0,104,1,0,0,3,76.4,116,23,9.4
0,27,1,0,0,1,72.7,75,31,9.9
0,81,1,1,2.62,0,210.4,100,81.2,9.7
0,64,0,1,2.19,0,127.2,93,57.9,8.1
0,107,1,1,3.21,1,201.8,79,93.1,11.9
0,88,1,1,4.35,1,219.5,78,100.5,16.1
0,111,1,0,0,3,99.3,112,40,9
0,77,1,0,0,5,239.2,114,54,10.3
0,67,0,0,0,2,120.9,58,41,11.4
0,102,1,0,0,1,224.7,81,50,15.8
0,146,1,1,3.94,1,176.6,88,83.4,14.6
0,144,1,1,2.7,1,283.9,98,92,10
1,96,1,0,0,1,180.6,92,47,10.3
0,70,1,1,2.78,1,125.9,101,66.8,10.3
0,149,1,0,0,0,237.6,79,57,9.1
0,129,1,0,0,2,198.4,91,57,9.2
0,166,1,0,0,0,274.3,110,52,10.9
1,136,0,0,0,3,199.6,89,52,11
0,149,1,0,0,3,217.7,91,61,9.6
0,70,1,0,0,3,134.7,96,43,7.6
0,120,1,1,2.62,2,212.7,73,85.2,9.7
0,66,1,0,0,2,256.3,135,59,6.2
0,104,1,0,0.27,1,183.6,133,44.7,12.7
0,160,1,0,0,1,176.2,90,47,9.2
0,129,1,1,3.16,1,205,94,80.6,11.7
1,93,1,0,0,3,267.9,114,65,11.3
0,169,1,0,0,2,179.2,111,46,9.9
0,58,1,0,0,1,149.4,145,43,14.9
0,75,1,1,3.54,3,163.6,132,76.4,13.1
0,45,1,0,0,1,207.6,71,49,12.4
0,155,1,0,0,3,165.4,108,44,8.9
0,52,1,0,0,4,209.8,114,51,9.9
0,119,1,1,3,0,220.1,128,91,11.1
0,86,1,0,0,1,141.3,72,38,8.2
0,42,1,0,0,0,196.5,89,54,4
0,127,0,0,0.26,2,180.9,114,51.6,7.4
0,123,1,0,0,0,105,150,40,14.9
1,98,1,0,0,4,271.4,119,63,11.1
0,149,1,1,2.94,1,206.7,79,79.4,10.9
0,160,1,0,0.18,1,166.8,109,50.8,9.3
0,103,1,0,0,5,204.9,107,47,10.4
0,132,1,1,2.46,1,154.6,128,72.6,9.1
0,137,1,0,0,1,127,107,50,7.5
0,129,0,0,0,1,267.4,78,63,5.9
0,62,1,0,0,1,281,66,62,0
0,122,1,1,3.19,4,270.8,96,96.9,11.8
0,32,1,0,0,1,171.2,82,45,10.2
0,86,1,0,0,3,124.1,82,39,6.7
0,130,1,0,0.35,1,162.8,113,56.5,7.2
0,42,1,0,0,1,146.3,84,47,8
0,73,1,0,0,2,254.8,85,56,15
0,66,1,1,1.46,2,254.9,108,78.6,5.4
0,103,1,1,2.4,0,107.7,124,59,8.9
0,128,1,0,0,1,158.8,75,50,7.6
0,104,1,0,0.23,2,182.9,113,54.3,5.5
0,103,1,0,0,0,198.5,112,38,12.4
0,124,1,0,0,0,178.4,72,51,12
0,87,1,0,0,1,110.9,91,33,6.2
1,109,1,1,3.32,1,166.9,85,81.2,12.3
0,167,0,0,0,2,244.8,91,47,10.7
1,97,1,0,0,4,120.8,96,35,11.9
0,106,1,0,0.25,2,165.3,118,48.5,8.5
0,125,1,0,0,2,126.7,113,35,14.4
0,108,1,1,4.19,0,215.9,106,95.9,15.5
0,125,1,0,0.3,1,140.1,132,45,8
0,89,1,1,2.35,1,209.9,113,80.5,8.7
0,72,0,1,1.49,0,139.8,114,50.9,5.5
1,23,1,0,0,2,321.6,107,77,11.3
0,149,1,0,0,7,166.6,61,47,8.2
0,73,1,0,0,0,214.2,90,54,5.9
1,61,1,0,0,1,260,123,63,9
1,161,1,0,0.16,4,191.9,113,40.6,13.4
0,73,1,0,0,0,213,95,53,13.5
0,118,1,1,4.56,1,118.1,83,75.6,16.9
0,23,1,0,0,6,190.2,89,47,15
0,127,1,1,1.38,0,82.2,95,41.8,5.1
0,42,1,1,2.19,0,163.8,80,64.9,8.1
1,118,1,0,0,5,267.8,145,73,14.4
0,45,1,0,0,2,159.8,91,38,10.6
0,50,1,1,2.86,1,214.3,129,90.6,10.6
1,179,1,0,0,0,287.3,123,74,10.5
0,152,1,0,0.22,2,101.2,122,32.2,7.5
0,105,1,0,0,2,102.8,74,42,13.2
0,72,1,0,0,0,109.1,97,29,8.3
0,52,1,0,0,1,215.9,67,56,5.2
0,125,1,0,0,1,203.4,110,46,11
0,143,1,0,0.29,1,110.1,113,36.9,9.2
0,65,1,0,0,1,111,51,38,4.4
0,80,1,0,0,1,239.9,121,53,9.3
0,1,1,0,0,1,144.8,107,35,13.8
0,60,1,0,0,1,135.4,134,41,7.9
0,43,1,0,0,1,84.2,134,22,10.8
0,143,1,0,0,0,209.1,127,45,14
0,81,1,1,3.08,0,130.1,117,69.8,11.4
0,205,1,1,2.11,2,175.8,139,65.1,7.8
0,24,1,0,0,1,241.9,104,54,6.6
0,74,1,0,0,0,136.7,106,43,9.8
0,77,1,0,0,1,67.7,68,29,12
0,74,1,0,0,1,200.4,87,61,10
1,74,0,0,0,1,125.8,103,40,14.1
0,200,1,0,0,1,128.2,87,34,11.2
0,86,1,0,0,4,226.3,88,58,13
0,91,1,1,2.48,0,162.3,107,72.8,9.2
0,76,1,0,0,2,224.4,121,51,6.7
0,130,1,0,0,1,120.5,127,37,14.3
0,56,1,0,0.32,2,91.1,90,34.2,11.9
0,117,1,0,0,0,168.8,137,50,15.5
0,63,1,0,0.36,2,153.5,81,54.6,6.5
0,126,1,0,0,0,226.2,88,51,6.4
0,132,1,0,0.31,1,191.9,107,54.1,12.6
1,81,1,1,2.48,4,167.9,147,69.8,9.2
0,122,1,0,0,2,180,88,43,11.5
1,46,1,0,0,2,257.4,67,66,13.4
0,150,1,1,2.97,1,174.4,75,74.7,11
0,99,1,0,0,1,159.7,83,41,8.4
0,87,1,0,0,1,237.2,124,60,11
0,108,1,0,0,1,103,129,39,7.9
0,101,1,0,0,4,153.8,89,47,11.6
0,53,1,0,0.22,3,205.1,86,51.2,10.7
0,132,1,1,2.32,2,175.7,93,69.2,8.6
0,158,1,0,0,2,155.9,123,46,8.6
0,114,1,1,2.78,0,154.4,109,73.8,10.3
0,77,1,1,1.92,2,209.7,73,71.2,7.1
0,144,0,0,0.27,0,150,69,52.7,9.4
0,91,1,1,3.32,3,232.4,97,89.2,12.3
0,58,1,0,0,2,165.4,100,38,12.8
0,5,1,0,0,3,199.2,106,50,13.3
0,97,1,0,0.29,0,217.6,81,67.9,4.2
0,107,1,0,0.47,3,212.1,95,53.7,7.7
0,142,1,1,2.92,1,154,75,70.2,10.8
0,9,1,1,3.59,1,193.8,130,86.9,13.3
0,73,1,0,0,0,175.4,130,51,12.2
1,48,1,1,4.24,2,152,63,90.4,15.7
0,43,1,0,0.36,0,230.2,147,58.6,9.2
1,122,1,1,3.65,1,174.9,103,87.5,13.5
0,93,1,0,0.42,0,190.2,68,59.2,8.8
0,85,1,0,0,1,176.4,122,50,11.5
0,59,1,0,0.28,3,160.9,95,51.8,5
0,87,1,0,0.29,1,228.7,90,55.9,11.8
0,137,1,0,0.26,0,144,90,42.6,12.3
0,21,1,1,2.57,6,135.9,90,72.7,9.5
1,129,1,0,0,0,334.3,118,74,10.4
0,104,1,0,0,0,130.5,77,34,13
1,93,1,1,3.19,4,134.2,105,68.9,11.8
1,63,1,0,0,4,278,102,70,13.1
0,161,1,0,0,0,105.4,70,37,7.8
0,50,1,0,0,3,188.9,94,50,11.6
0,103,1,1,1.86,1,111.8,85,58.6,6.9
0,84,1,1,3.51,1,159.1,106,75.1,13
0,92,1,0,0.29,1,212.4,105,58.9,9
0,77,1,0,0,1,142.3,112,51,9.9
1,64,0,0,0,1,346.8,55,81,13.3
0,159,1,1,3.19,1,113.9,102,63.9,11.8
1,110,0,1,2.24,1,267.9,103,90.4,8.3
0,138,1,0,0.28,3,171.4,117,41.8,17
0,178,1,0,0,1,275.4,150,63,13.6
0,38,1,1,1.05,0,197.2,118,65.5,3.9
0,50,1,1,2.13,2,192.6,97,66.3,7.9
0,45,1,1,2.08,1,91.7,104,49.8,7.7
0,70,1,0,0.17,0,126.3,99,35.7,9.6
0,147,1,1,2.81,3,251.5,107,91.1,10.4
0,94,1,0,0,1,190.6,108,46,7.5
0,179,1,0,0,0,116.1,101,37,11.6
0,116,1,0,0.23,2,217.3,91,58.3,11.3
0,59,1,0,0,0,179.4,80,51,14.7
0,165,1,0,0,0,207.7,109,50,7.9
1,133,1,0,0,2,277.3,138,67,12.8
0,140,1,0,0,1,125.3,84,36,8.4
0,93,1,1,1.84,2,138.1,91,56.4,6.8
0,52,1,1,2.21,0,169.3,88,70.1,8.2
0,64,1,1,3.32,1,201.3,101,80.2,12.3
0,12,0,0,0,2,216.7,117,47,9.8
0,48,1,0,0,2,190.4,92,60,8.3
0,181,1,0,0,1,143.3,91,41,6
0,168,1,1,3.08,2,97.4,57,64.8,11.4
0,155,1,0,0,3,181.4,111,46,11.3
0,105,1,0,0,0,246.4,83,64,3.8
0,11,1,0,0,2,143.4,130,49,9.7
0,182,1,0,0.36,2,104.9,111,38.6,8
0,104,1,0,0,1,156.2,93,43,13.1
0,102,1,0,0,0,114.8,125,27,12
0,122,1,0,0,0,232.5,96,57,11.9
0,41,1,0,0,1,143.6,117,38,8.6
0,132,1,0,0,2,176.7,132,51,9.1
1,76,1,0,0,1,263.4,148,65,11.4
0,13,1,0,0,1,146.4,74,38,11.3
0,115,1,1,3.83,2,145,72,80.3,14.2
0,67,1,0,0.42,1,167.8,91,47.2,8.4
0,154,1,0,0,0,166.9,99,42,7.2
0,100,1,0,0,2,142.5,87,41,7.8
0,146,0,0,0,1,133,65,45,11.2
0,148,1,1,3.32,1,252.9,129,101.2,12.3
0,67,1,1,2.7,2,95,94,68,10
1,161,0,0,0,1,194.2,106,55,12.9
0,70,1,0,0,1,222.8,114,57,0
0,116,1,0,0,0,201.8,82,54,16.5
1,99,1,1,2.51,2,216,125,82.1,9.3
0,87,1,0,0.29,1,146.3,108,42.9,5.3
0,87,1,0,0.32,1,234.8,85,55.2,9.5
0,70,1,0,0,2,198.6,111,52,10.6
0,131,1,0,0,2,94.4,80,35,13.1
0,119,1,0,0.18,2,190.4,74,52.8,10
0,119,1,1,3.24,3,142.6,77,74.4,12
0,87,0,0,0,0,134.2,80,37,10.7
1,112,1,0,0,5,111.9,92,29,14.1
0,75,1,0,0,2,122.8,89,39,10.7
0,150,1,0,0,4,189.3,77,51,9.2
0,161,1,1,4.35,0,240.4,112,102.5,16.1
0,91,0,1,2.67,0,93.5,112,58.7,9.9
0,124,1,0,0,3,158.6,104,45,10.2
0,94,0,0,0,4,243.2,109,54,7.2
0,217,1,0,0,4,176.4,115,44,9.3
0,158,1,0,0.31,0,220.9,129,62.1,6.4
0,102,1,0,0.33,0,144.4,87,51.3,7.1
0,85,1,0,0,0,212.3,107,56,7.7
0,79,1,0,0,1,147,72,40,8.4
0,139,1,1,3.48,2,96.2,112,66.8,12.9
0,103,1,0,0,0,263.4,118,60,10.3
0,98,0,0,0,1,12.5,67,24,7.7
0,78,1,0,0.21,2,162.3,116,46.1,10.1
0,50,1,0,0,1,183.6,107,37,8.7
0,161,1,0,0,1,178.1,109,43,8.5
0,67,1,0,0,0,201.4,101,43,7
0,86,1,1,3.59,1,123,158,68.9,13.3
0,92,1,0,0,0,208,125,53,8.6
0,174,1,0,0.29,1,239.2,72,59.9,8.8
0,124,1,0,0,1,193,97,41,15.3
0,132,1,1,2.78,1,174.5,101,78.8,10.3
0,190,1,1,2.67,1,116.7,71,59.7,9.9
0,101,1,0,0,1,93.8,127,29,10.7
0,185,0,1,3.48,2,154.1,114,71.8,12.9
0,68,1,1,2.67,0,239.5,82,85.7,9.9
0,117,1,1,3.19,0,216,140,87.9,11.8
0,118,1,0,0.32,1,187.4,97,50.2,12.2
0,124,1,0,0.21,0,167.4,119,51.1,10.3
0,22,1,0,0,1,160.4,108,46,12.5
0,75,1,0,0,1,143.2,92,43,11.9
0,134,1,0,0,1,205.3,122,56,5
0,164,1,1,3.86,1,219.1,88,89.6,14.3
0,44,1,0,0.32,1,143.2,77,42.2,7.6
0,177,1,0,0,2,232.8,106,55,12.5
0,110,1,0,0,0,162,81,49,8.9
0,53,1,1,1.76,1,25.9,119,39.6,6.5
1,108,1,0,0,4,154.2,123,36,15.4
1,80,1,0,0,0,322.3,113,74,6.7
0,158,1,0,0,1,209.9,112,55,8.2
0,114,1,0,0,0,191.5,88,48,0
0,64,1,1,2.03,1,291.1,150,89.3,7.5
0,88,1,0,0,3,215.6,115,56,11.8
0,82,0,0,0,3,208.8,101,54,12.4
0,111,1,0,0,3,255.9,97,61,12.3
0,60,1,0,0,2,252.7,97,62,12.4
0,113,1,0,0,3,132.1,72,44,6.9
0,109,1,0,0,1,217,115,55,8.2
0,105,1,1,3.48,0,101.9,79,71.8,12.9
0,85,1,0,0,2,211.5,100,52,13.3
0,131,1,0,0.46,0,153.4,86,47.6,10.4
0,59,1,0,0.27,2,166.3,95,51.7,10
0,148,1,0,0.45,1,185.2,87,50.5,9.5
0,210,1,0,0.28,2,104.6,121,33.8,6.5
0,115,1,0,0,0,245.2,105,56,7.2
0,106,1,0,0,1,274.4,120,64,6
0,93,1,0,0,1,98.4,78,38,14.2
0,57,1,1,3.51,1,279.9,121,102.1,13
